date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:43	20471/20471	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:44%20GMT	http://calmglow.egloos.com/tag/HUD	C:/download/egloos/calmglow.egloos.com/tag/HUD.html	(from http://calmglow.egloos.com/)
22:23:44	20501/20501	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:44%20GMT	http://calmglow.egloos.com/tag/WAS%ed%8a%9c%eb%8b%9d	C:/download/egloos/calmglow.egloos.com/tag/WAS%ed%8a%9c%eb%8b%9d.html	(from http://calmglow.egloos.com/)
22:23:44	34671/34671	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:43%20GMT	http://calmglow.egloos.com/tag/%ec%9a%b0%eb%b6%84%ed%88%ac	C:/download/egloos/calmglow.egloos.com/tag/%ec%9a%b0%eb%b6%84%ed%88%ac.html	(from http://calmglow.egloos.com/)
22:23:44	20425/20425	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:45%20GMT	http://calmglow.egloos.com/tag/groovy	C:/download/egloos/calmglow.egloos.com/tag/groovy.html	(from http://calmglow.egloos.com/)
22:23:45	20313/20313	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:42%20GMT	http://calmglow.egloos.com/tag/SNS	C:/download/egloos/calmglow.egloos.com/tag/SNS.html	(from http://calmglow.egloos.com/)
22:23:45	20440/20440	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:43%20GMT	http://calmglow.egloos.com/tag/performance	C:/download/egloos/calmglow.egloos.com/tag/performance.html	(from http://calmglow.egloos.com/)
22:23:45	20416/20416	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:44%20GMT	http://calmglow.egloos.com/tag/%ed%94%84%eb%a1%9c%ec%a0%9d%ed%8a%b8	C:/download/egloos/calmglow.egloos.com/tag/%ed%94%84%eb%a1%9c%ec%a0%9d%ed%8a%b8.html	(from http://calmglow.egloos.com/)
22:23:45	20487/20487	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:43%20GMT	http://calmglow.egloos.com/tag/clien	C:/download/egloos/calmglow.egloos.com/tag/clien.html	(from http://calmglow.egloos.com/)
22:23:46	20353/20353	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:46%20GMT	http://calmglow.egloos.com/tag/googleappengine	C:/download/egloos/calmglow.egloos.com/tag/googleappengine.html	(from http://calmglow.egloos.com/)
22:23:46	20343/20343	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:44%20GMT	http://calmglow.egloos.com/tag/ebook	C:/download/egloos/calmglow.egloos.com/tag/ebook.html	(from http://calmglow.egloos.com/)
22:23:46	30680/30680	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202014%2013:23:46%20GMT	http://calmglow.egloos.com/tag	C:/download/egloos/calmglow.egloos.com/tag.html	(from http://calmglow.egloos.com/)
